37.000000,75.000000
22.534229,73.640201
28.933123,73.521179
29.732984,73.506301
30.532846,73.491424
31.332707,73.476546
32.147447,74.261530
31.347585,74.276408
30.547724,74.291285
29.747862,74.306163
28.948000,74.321041
28.148139,74.335919
27.348277,74.350796
26.548415,74.365674
25.748554,74.380552
24.948692,74.395430
24.148830,74.410308
23.348969,74.425185
22.549107,74.440063
21.749245,74.454941
20.949384,74.469819
20.149522,74.484696
20.164400,75.284558
20.964262,75.269680
21.764123,75.254803
22.563985,75.239925
23.363847,75.225047
24.163708,75.210169
24.963570,75.195291
25.763432,75.180414
26.563293,75.165536
27.363155,75.150658
28.163016,75.135780
28.962878,75.120903
29.762740,75.106025
30.562601,75.091147
31.362463,75.076269
32.162325,75.061391
32.962186,75.046514
36.161633,74.987002
36.961495,74.972125
37.761356,74.957247
38.561218,74.942369
39.361079,74.927491
40.160941,74.912614
40.960803,74.897736
41.760664,74.882858
42.560526,74.867980
43.360388,74.853102
44.160249,74.838225
44.960111,74.823347
45.759973,74.808469
46.559834,74.793591
47.359696,74.778714
48.159558,74.763836
48.174435,75.563697
47.374574,75.578575
46.574712,75.593453
45.774850,75.608331
44.974989,75.623209
44.175127,75.638086
43.375265,75.652964
42.575404,75.667842
41.775542,75.682720
40.975681,75.697597
40.175819,75.712475
39.375957,75.727353
38.576096,75.742231
37.776234,75.757109
36.976372,75.771986
36.176511,75.786864
32.977064,75.846375
32.177202,75.861253
31.377341,75.876131
30.577479,75.891009
29.777618,75.905886
28.977756,75.920764
28.177894,75.935642
27.378033,75.950520
26.578171,75.965398
25.778309,75.980275
24.978448,75.995153
24.178586,76.010031
23.378724,76.024909
22.578863,76.039786
21.779001,76.054664
20.979139,76.069542
20.179278,76.084420
20.194156,76.884281
20.994017,76.869404
21.793879,76.854526
22.593740,76.839648
23.393602,76.824770
24.193464,76.809892
24.993325,76.795015
25.793187,76.780137
26.593049,76.765259
27.392910,76.750381
28.192772,76.735504
28.992634,76.720626
29.792495,76.705748
30.592357,76.690870
31.392219,76.675992
32.192080,76.661115
32.991942,76.646237
36.191388,76.586726
36.991250,76.571848
37.791112,76.556970
38.590973,76.542092
39.390835,76.527215
40.190697,76.512337
40.990558,76.497459
41.790420,76.482581
42.590282,76.467704
43.390143,76.452826
44.190005,76.437948
44.989867,76.423070
45.789728,76.408192
46.589590,76.393315
47.389451,76.378437
